,coils EUR/ton
11/10/2017,729.0
12/10/2017,729.0
13/10/2017,729.0
14/10/2017,729.0
15/10/2017,729.0
16/10/2017,729.0
17/10/2017,729.0
18/10/2017,729.0
19/10/2017,729.0
20/10/2017,729.0
21/10/2017,729.0
22/10/2017,729.0
23/10/2017,729.0
24/10/2017,729.0
25/10/2017,729.0
26/10/2017,729.0
27/10/2017,729.0
28/10/2017,729.0
29/10/2017,729.0
30/10/2017,729.0
31/10/2017,729.0
