,variable,Date,value
629,fuel all EUR/L,2019-06-30,1.26
630,fuel all EUR/L,2019-07-31,1.25
631,fuel all EUR/L,2019-08-31,1.25
632,fuel all EUR/L,2019-09-30,1.26
633,fuel all EUR/L,2019-10-31,1.26
634,fuel all EUR/L,2019-11-30,1.26
635,fuel all EUR/L,2019-12-31,1.27
636,fuel all EUR/L,2020-01-31,1.23
637,fuel all EUR/L,2020-02-29,1.18
638,fuel all EUR/L,2020-03-31,1.14
639,fuel all EUR/L,2020-04-30,1.1
640,fuel all EUR/L,2020-05-31,1.07
641,fuel all EUR/L,2020-06-30,1.11
642,fuel all EUR/L,2020-07-31,1.1
643,fuel all EUR/L,2020-08-31,1.1
644,fuel all EUR/L,2020-09-30,1.07
645,fuel all EUR/L,2020-10-31,1.11
646,fuel all EUR/L,2020-11-30,1.08
647,fuel all EUR/L,2020-12-31,1.11
648,fuel all EUR/L,2021-01-31,1.3
649,fuel all EUR/L,2021-02-28,1.33
650,fuel all EUR/L,2021-03-31,1.34
651,fuel all EUR/L,2021-04-30,1.32
652,fuel all EUR/L,2021-05-31,1.32
653,fuel all EUR/L,2021-06-30,1.36
654,fuel all EUR/L,2021-07-31,1.39
655,fuel all EUR/L,2021-08-31,1.4
656,fuel all EUR/L,2021-09-30,1.42
657,fuel all EUR/L,2021-10-31,1.37
658,fuel all EUR/L,2021-11-30,1.49
659,fuel all EUR/L,2021-12-31,1.47
660,fuel all EUR/L,2022-01-31,1.66
661,fuel all EUR/L,2022-02-28,1.71
662,fuel all EUR/L,2022-03-31,2.1
663,fuel all EUR/L,2022-04-30,1.99
664,fuel all EUR/L,2022-05-31,2.0
665,fuel all EUR/L,2022-06-30,1.99
666,fuel all EUR/L,2022-07-31,1.91
667,fuel all EUR/L,2022-08-31,1.85
668,fuel all EUR/L,2022-09-30,1.97
669,fuel all EUR/L,2022-10-31,1.81
670,fuel all EUR/L,2022-11-30,2.03
671,fuel all EUR/L,2022-12-31,2.03
672,fuel fr EUR/L,2015-01-31,0.98
673,fuel fr EUR/L,2015-02-28,0.94
674,fuel fr EUR/L,2015-03-31,0.98
675,fuel fr EUR/L,2015-04-30,0.99
676,fuel fr EUR/L,2015-05-31,1.01
677,fuel fr EUR/L,2015-06-30,0.99
678,fuel fr EUR/L,2015-07-31,0.97
679,fuel fr EUR/L,2015-08-31,0.94
680,fuel fr EUR/L,2015-09-30,0.93
681,fuel fr EUR/L,2015-10-31,0.93
682,fuel fr EUR/L,2015-11-30,0.93
683,fuel fr EUR/L,2015-12-31,0.91
684,fuel fr EUR/L,2016-01-31,0.88
685,fuel fr EUR/L,2016-02-29,0.88
686,fuel fr EUR/L,2016-03-31,0.9
687,fuel fr EUR/L,2016-04-30,0.9
688,fuel fr EUR/L,2016-05-31,0.93
689,fuel fr EUR/L,2016-06-30,0.95
690,fuel fr EUR/L,2016-07-31,0.93
691,fuel fr EUR/L,2016-08-31,0.92
692,fuel fr EUR/L,2016-09-30,0.93
693,fuel fr EUR/L,2016-10-31,0.95
694,fuel fr EUR/L,2016-11-30,0.93
695,fuel fr EUR/L,2016-12-31,0.96
696,fuel fr EUR/L,2017-01-31,1.05
697,fuel fr EUR/L,2017-02-28,1.04
698,fuel fr EUR/L,2017-03-31,1.03
699,fuel fr EUR/L,2017-04-30,1.03
700,fuel fr EUR/L,2017-05-31,1.01
701,fuel fr EUR/L,2017-06-30,1.0
702,fuel fr EUR/L,2017-07-31,1.0
703,fuel fr EUR/L,2017-08-31,1.01
704,fuel fr EUR/L,2017-09-30,1.02
705,fuel fr EUR/L,2017-10-31,1.03
706,fuel fr EUR/L,2017-11-30,1.05
707,fuel fr EUR/L,2017-12-31,1.04
708,fuel fr EUR/L,2018-01-31,1.18
709,fuel fr EUR/L,2018-02-28,1.17
710,fuel fr EUR/L,2018-03-31,1.17
711,fuel fr EUR/L,2018-04-30,1.19
712,fuel fr EUR/L,2018-05-31,1.2
713,fuel fr EUR/L,2018-06-30,1.21
714,fuel fr EUR/L,2018-07-31,1.2
715,fuel fr EUR/L,2018-08-31,1.2
716,fuel fr EUR/L,2018-09-30,1.22
717,fuel fr EUR/L,2018-10-31,1.24
718,fuel fr EUR/L,2018-11-30,1.22
719,fuel fr EUR/L,2018-12-31,1.19
720,fuel fr EUR/L,2019-01-31,1.18
721,fuel fr EUR/L,2019-02-28,1.2
722,fuel fr EUR/L,2019-03-31,1.21
723,fuel fr EUR/L,2019-04-30,1.21
724,fuel fr EUR/L,2019-05-31,1.22
725,fuel fr EUR/L,2019-06-30,1.19
726,fuel fr EUR/L,2019-07-31,1.19
727,fuel fr EUR/L,2019-08-31,1.19
728,fuel fr EUR/L,2019-09-30,1.2
729,fuel fr EUR/L,2019-10-31,1.2
730,fuel fr EUR/L,2019-11-30,1.2
731,fuel fr EUR/L,2019-12-31,1.21
732,fuel fr EUR/L,2020-01-31,1.15
733,fuel fr EUR/L,2020-02-29,1.11
734,fuel fr EUR/L,2020-03-31,1.07
735,fuel fr EUR/L,2020-04-30,1.03
736,fuel fr EUR/L,2020-05-31,1.0
737,fuel fr EUR/L,2020-06-30,1.03
738,fuel fr EUR/L,2020-07-31,1.04
739,fuel fr EUR/L,2020-08-31,1.04
740,fuel fr EUR/L,2020-09-30,1.02
741,fuel fr EUR/L,2020-10-31,1.02
742,fuel fr EUR/L,2020-11-30,1.03
743,fuel fr EUR/L,2020-12-31,1.05
744,fuel fr EUR/L,2021-01-31,1.13
745,fuel fr EUR/L,2021-02-28,1.15
746,fuel fr EUR/L,2021-03-31,1.16
747,fuel fr EUR/L,2021-04-30,1.16
748,fuel fr EUR/L,2021-05-31,1.16
749,fuel fr EUR/L,2021-06-30,1.19
750,fuel fr EUR/L,2021-07-31,1.2
751,fuel fr EUR/L,2021-08-31,1.2
752,fuel fr EUR/L,2021-09-30,1.21
753,fuel fr EUR/L,2021-10-31,1.25
754,fuel fr EUR/L,2021-11-30,1.25
755,fuel fr EUR/L,2021-12-31,1.24
756,fuel fr EUR/L,2022-01-31,1.4
757,fuel fr EUR/L,2022-02-28,1.45
758,fuel fr EUR/L,2022-03-31,1.67
759,fuel fr EUR/L,2022-04-30,1.66
760,fuel fr EUR/L,2022-05-31,1.69
761,fuel fr EUR/L,2022-06-30,1.53
762,fuel fr EUR/L,2022-07-31,1.56
763,fuel fr EUR/L,2022-08-31,1.42
764,fuel fr EUR/L,2022-09-30,1.61
765,fuel fr EUR/L,2022-10-31,1.49
766,fuel fr EUR/L,2022-11-30,1.71
767,fuel fr EUR/L,2022-12-31,1.71
