,aluminium (USD)
03/09/2020,1482.0
02/09/2020,1482.0
01/09/2020,1457.0
27/08/2020,1313.5
26/08/2020,1334.5
25/08/2020,1357.0
24/08/2020,1357.0
20/08/2020,1317.0
19/08/2020,1317.0
18/08/2020,1317.0
17/08/2020,1311.5
13/08/2020,1330.75
12/08/2020,1340.5
11/08/2020,1340.5
10/08/2020,1340.0
06/08/2020,1344.25
05/08/2020,1349.75
04/08/2020,1339.5
03/08/2020,1309.75
30/07/2020,1314.0
29/07/2020,1308.75
28/07/2020,1303.5
27/07/2020,1298.25
22/07/2020,1277.5
21/07/2020,1265.5
20/07/2020,1242.5
16/07/2020,1246.0
15/07/2020,1257.0
14/07/2020,1257.0
13/07/2020,1237.0
09/07/2020,1197.0
08/07/2020,1179.0
07/07/2020,1179.0
06/07/2020,1219.0
02/07/2020,1209.0
01/07/2020,1209.0
30/06/2020,1209.0
29/06/2020,1209.0
25/06/2020,1209.0
24/06/2020,1209.0
23/06/2020,1209.0
22/06/2020,1209.0
18/06/2020,1209.0
17/06/2020,1209.0
16/06/2020,1209.0
15/06/2020,1208.75
11/06/2020,1208.5
09/06/2020,1205.25
08/06/2020,1205.0
04/06/2020,1206.5
03/06/2020,1209.5
02/06/2020,1210.0
01/06/2020,1215.0
28/05/2020,1220.0
27/05/2020,1235.0
26/05/2020,1235.0
21/05/2020,1221.0
20/05/2020,1221.0
19/05/2020,1222.0
18/05/2020,1222.0
14/05/2020,1212.0
13/05/2020,1202.0
12/05/2020,1202.25
11/05/2020,1197.25
06/05/2020,1202.5
05/05/2020,1192.5
30/04/2020,1212.75
29/04/2020,1212.75
28/04/2020,1242.75
27/04/2020,1242.75
23/04/2020,1242.75
21/04/2020,1202.75
20/04/2020,1197.75
16/04/2020,1183.0
15/04/2020,1183.0
14/04/2020,1183.0
08/04/2020,1184.0
07/04/2020,1194.0
06/04/2020,1194.0
02/04/2020,1193.5
01/04/2020,1193.5
31/03/2020,1193.5
30/03/2020,1203.5
26/03/2020,1204.0
25/03/2020,1204.0
24/03/2020,1204.0
23/03/2020,1194.0
19/03/2020,1219.0
18/03/2020,1219.0
17/03/2020,1299.0
16/03/2020,1399.0
12/03/2020,1390.5
11/03/2020,1401.0
10/03/2020,1421.5
03/03/2022,2825.0
02/03/2022,2725.0
01/03/2022,2725.0
28/02/2022,2725.0
24/02/2022,2700.0
23/02/2022,2660.0
22/02/2022,2660.0
21/02/2022,2660.0
17/02/2022,2660.0
16/02/2022,2660.0
15/02/2022,2640.0
14/02/2022,2640.0
10/02/2022,2600.0
09/02/2022,2600.0
08/02/2022,2600.0
07/02/2022,2600.0
03/02/2022,2550.0
02/02/2022,2525.0
01/02/2022,2525.0
31/01/2022,2505.0
27/01/2022,2495.0
26/01/2022,2500.0
25/01/2022,2505.0
24/01/2022,2500.0
19/01/2022,2310.0
18/01/2022,2310.0
17/01/2022,2310.0
13/01/2022,2300.0
10/01/2022,2300.0
06/01/2022,2300.0
05/01/2022,2300.0
04/01/2022,2250.0
30/12/2021,2202.0
29/12/2021,2314.0
23/12/2021,2314.0
22/12/2021,2314.0
21/12/2021,2250.0
20/12/2021,2250.0
16/12/2021,2250.0
15/12/2021,2250.0
14/12/2021,2250.0
13/12/2021,2250.0
09/12/2021,2350.0
08/12/2021,2375.0
07/12/2021,2450.0
06/12/2021,2450.0
02/12/2021,2450.0
01/12/2021,2450.0
29/11/2021,2500.0
25/11/2021,2400.0
24/11/2021,2400.0
23/11/2021,2400.0
22/11/2021,2400.0
18/11/2021,2400.0
17/11/2021,2400.0
16/11/2021,2400.0
15/11/2021,2400.0
11/11/2021,2450.0
10/11/2021,2500.0
09/11/2021,2500.0
08/11/2021,2500.0
04/11/2021,2500.0
03/11/2021,2500.0
02/11/2021,2500.0
01/11/2021,2500.0
28/10/2021,2500.0
27/10/2021,2750.0
26/10/2021,2750.0
25/10/2021,2750.0
21/10/2021,2750.0
20/10/2021,2750.0
19/10/2021,2750.0
14/10/2021,2710.0
13/10/2021,2710.0
12/10/2021,2710.0
11/10/2021,2610.0
07/10/2021,2610.0
06/10/2021,2610.0
05/10/2021,2600.0
04/10/2021,2610.0
30/09/2021,2510.0
29/09/2021,2510.0
28/09/2021,2510.0
27/09/2021,2500.0
23/09/2021,2500.0
22/09/2021,2500.0
21/09/2021,2500.0
20/09/2021,2430.0
16/09/2021,2420.0
15/09/2021,2420.0
14/09/2021,2420.0
13/09/2021,2450.0
09/09/2021,2550.0
08/09/2021,2360.0
07/09/2021,2325.0
06/09/2021,2325.0
01/09/2021,2270.0
31/08/2021,2270.0
26/08/2021,2270.0
25/08/2021,2270.0
24/08/2021,2270.0
23/08/2021,2270.0
19/08/2021,2270.0
18/08/2021,2270.0
17/08/2021,2250.0
16/08/2021,2250.0
29/07/2021,2224.0
28/07/2021,2224.0
27/07/2021,2224.0
26/07/2021,2224.0
22/07/2021,2224.0
21/07/2021,2224.0
27/05/2021,2100.0
26/05/2021,2075.0
25/05/2021,2075.0
24/05/2021,2075.0
20/05/2021,2075.0
19/05/2021,2075.0
18/05/2021,2075.0
17/05/2021,2075.0
12/05/2021,2064.0
11/05/2021,2063.75
10/05/2021,2063.5
06/05/2021,2028.0
05/05/2021,2027.75
04/05/2021,2027.5
29/04/2021,1971.5
28/04/2021,1971.25
27/04/2021,1971.0
26/04/2021,1970.75
22/04/2021,1920.25
21/04/2021,1920.0
20/04/2021,1870.0
19/04/2021,1945.0
15/04/2021,1975.0
14/04/2021,1975.0
13/04/2021,1975.0
12/04/2021,1975.0
08/04/2021,1952.5
06/04/2021,2045.0
31/03/2021,2045.0
30/03/2021,2140.0
29/03/2021,2125.0
25/03/2021,2180.0
23/03/2021,2204.5
22/03/2021,2204.5
18/03/2021,2217.5
17/03/2021,2217.5
16/03/2021,2217.5
15/03/2021,2204.25
11/03/2021,2203.75
10/03/2021,2203.5
21/06/2022,1920.0
20/06/2022,1675.0
16/06/2022,1675.0
15/06/2022,1675.0
14/06/2022,1675.0
13/06/2022,1675.0
09/06/2022,1675.0
08/06/2022,1775.0
07/06/2022,1775.0
06/06/2022,1775.0
31/05/2022,1960.0
30/05/2022,1910.0
26/05/2022,1900.0
25/05/2022,1900.0
24/05/2022,1860.0
23/05/2022,1860.0
19/05/2022,1810.0
18/05/2022,1810.0
17/05/2022,1620.0
16/05/2022,1750.0
12/05/2022,2000.0
11/05/2022,2050.0
10/05/2022,2100.0
09/05/2022,2180.0
04/05/2022,2185.0
03/05/2022,2185.0
28/04/2022,2175.0
27/04/2022,2550.0
26/04/2022,2575.0
25/04/2022,2580.0
21/04/2022,2670.0
20/04/2022,2670.0
19/04/2022,2670.0
13/04/2022,2670.0
12/04/2022,2675.0
11/04/2022,2675.0
07/04/2022,2745.0
06/04/2022,2745.0
05/04/2022,2750.0
04/04/2022,2800.0
31/03/2022,2825.0
30/03/2022,2825.0
29/03/2022,2825.0
28/03/2022,2900.0
24/03/2022,2900.0
23/03/2022,2900.0
22/03/2022,2900.0
21/03/2022,2900.0
16/03/2022,2900.0
15/03/2022,2900.0
14/03/2022,2900.0
10/03/2022,2900.0
09/03/2022,2900.0
