,aluminium (USD)
02/02/2022,2515.0
01/02/2022,2495.0
31/01/2022,2495.0
27/01/2022,2495.0
26/01/2022,2495.0
25/01/2022,2500.0
24/01/2022,2460.0
19/01/2022,2310.0
18/01/2022,2310.0
17/01/2022,2310.0
13/01/2022,2300.0
10/01/2022,2300.0
06/01/2022,2299.0
05/01/2022,2249.0
04/01/2022,2208.0
30/12/2021,2195.0
29/12/2021,2311.0
23/12/2021,2311.0
22/12/2021,2310.0
21/12/2021,2246.0
20/12/2021,2246.0
16/12/2021,2246.0
15/12/2021,2245.0
14/12/2021,2245.0
13/12/2021,2245.0
09/12/2021,2351.0
08/12/2021,2376.0
07/12/2021,2452.0
06/12/2021,2452.0
02/12/2021,2453.0
01/12/2021,2454.0
29/11/2021,2615.0
25/11/2021,2406.0
24/11/2021,2406.0
23/11/2021,2406.0
22/11/2021,2407.0
18/11/2021,2408.0
17/11/2021,2409.0
16/11/2021,2410.0
15/11/2021,2461.0
11/11/2021,2512.0
10/11/2021,2513.0
09/11/2021,2513.0
08/11/2021,2514.0
04/11/2021,2515.0
03/11/2021,2516.0
02/11/2021,2516.0
01/11/2021,2517.0
28/10/2021,2518.0
27/10/2021,2769.0
26/10/2021,2769.0
25/10/2021,2770.0
21/10/2021,2771.0
20/10/2021,2771.0
19/10/2021,2772.0
14/10/2021,2733.0
13/10/2021,2733.0
12/10/2021,2733.0
11/10/2021,2633.0
07/10/2021,2634.0
06/10/2021,2634.0
05/10/2021,2624.0
04/10/2021,2634.0
30/09/2021,2535.0
29/09/2021,2535.0
28/09/2021,2536.0
27/09/2021,2526.0
23/09/2021,2528.0
22/09/2021,2528.0
21/09/2021,2458.0
20/09/2021,2458.0
16/09/2021,2449.0
15/09/2021,2450.0
14/09/2021,2475.0
13/09/2021,2475.0
09/09/2021,3000.15
08/09/2021,2360.0
07/09/2021,2325.0
06/09/2021,2320.0
01/09/2021,2270.0
31/08/2021,2270.0
26/08/2021,2270.0
25/08/2021,2270.0
24/08/2021,2270.0
23/08/2021,2270.0
19/08/2021,2270.0
18/08/2021,2250.0
17/08/2021,2250.0
16/08/2021,2250.0
29/07/2021,2231.5
28/07/2021,2232.5
27/07/2021,2233.0
26/07/2021,2233.5
22/07/2021,2234.5
21/07/2021,2235.0
27/05/2021,2124.0
26/05/2021,2126.0
25/05/2021,2128.0
24/05/2021,2130.0
20/05/2021,2134.0
19/05/2021,2136.0
18/05/2021,1938.0
17/05/2021,1940.0
12/05/2021,2129.0
11/05/2021,2109.0
10/05/2021,2100.5
06/05/2021,2037.5
05/05/2021,2036.5
04/05/2021,1896.0
29/04/2021,1979.5
28/04/2021,1978.5
27/04/2021,1978.0
26/04/2021,1927.5
22/04/2021,1926.5
21/04/2021,1875.5
20/04/2021,1900.5
19/04/2021,1950.0
15/04/2021,1978.5
14/04/2021,1977.0
13/04/2021,1976.0
12/04/2021,1975.5
08/04/2021,1952.0
06/04/2021,2042.0
31/03/2021,2041.0
30/03/2021,2134.5
29/03/2021,2134.5
25/03/2021,2185.5
23/03/2021,2193.5
22/03/2021,2193.0
18/03/2021,2204.5
17/03/2021,2203.0
16/03/2021,2204.5
15/03/2021,2196.5
11/03/2021,2196.5
10/03/2021,2196.5
31/05/2022,1955.0
30/05/2022,1910.0
26/05/2022,1900.0
25/05/2022,1910.0
24/05/2022,1860.0
23/05/2022,1860.0
19/05/2022,1850.0
18/05/2022,1850.0
17/05/2022,1595.0
16/05/2022,1745.0
12/05/2022,2000.0
11/05/2022,2050.0
10/05/2022,2100.0
09/05/2022,2150.0
05/05/2022,2185.0
04/05/2022,2185.0
03/05/2022,2185.0
28/04/2022,2172.5
27/04/2022,2575.0
26/04/2022,2200.0
25/04/2022,2580.0
21/04/2022,2670.0
20/04/2022,2670.0
19/04/2022,2670.0
12/04/2022,2672.0
11/04/2022,2345.0
07/04/2022,2741.0
06/04/2022,2745.0
05/04/2022,2795.0
04/04/2022,2794.0
31/03/2022,2803.0
30/03/2022,2802.0
29/03/2022,2877.0
28/03/2022,2876.0
24/03/2022,2875.0
23/03/2022,2874.0
22/03/2022,2874.0
21/03/2022,2873.0
17/03/2022,2872.0
16/03/2022,2871.0
15/03/2022,2870.0
14/03/2022,2870.0
10/03/2022,2894.0
09/03/2022,2893.0
