,fuel all EUR/L
10/07/2018,1.275
11/07/2018,1.275
12/07/2018,1.275
13/07/2018,1.275
14/07/2018,1.275
15/07/2018,1.275
16/07/2018,1.275
17/07/2018,1.275
18/07/2018,1.275
19/07/2018,1.275
20/07/2018,1.275
21/07/2018,1.275
22/07/2018,1.275
23/07/2018,1.275
24/07/2018,1.275
25/07/2018,1.275
26/07/2018,1.275
27/07/2018,1.275
28/07/2018,1.275
29/07/2018,1.275
30/07/2018,1.275
01/08/2018,1.291
02/08/2018,1.291
03/08/2018,1.291
04/08/2018,1.291
05/08/2018,1.291
06/08/2018,1.291
07/08/2018,1.291
08/08/2018,1.291
09/08/2018,1.291
10/08/2018,1.291
11/08/2018,1.291
12/08/2018,1.291
13/08/2018,1.291
14/08/2018,1.291
15/08/2018,1.291
16/08/2018,1.291
17/08/2018,1.291
18/08/2018,1.291
19/08/2018,1.291
20/08/2018,1.291
21/08/2018,1.291
22/08/2018,1.291
23/08/2018,1.291
24/08/2018,1.291
25/08/2018,1.291
26/08/2018,1.291
27/08/2018,1.291
28/08/2018,1.291
29/08/2018,1.291
30/08/2018,1.291
01/09/2018,1.334
02/09/2018,1.334
03/09/2018,1.334
04/09/2018,1.334
05/09/2018,1.334
06/09/2018,1.334
07/09/2018,1.334
08/09/2018,1.334
09/09/2018,1.334
10/09/2018,1.334
11/09/2018,1.334
12/09/2018,1.334
13/09/2018,1.334
14/09/2018,1.334
15/09/2018,1.334
16/09/2018,1.334
17/09/2018,1.334
18/09/2018,1.334
19/09/2018,1.334
20/09/2018,1.334
21/09/2018,1.334
22/09/2018,1.334
23/09/2018,1.334
24/09/2018,1.334
25/09/2018,1.334
26/09/2018,1.334
27/09/2018,1.334
28/09/2018,1.334
29/09/2018,1.334
30/09/2018,1.334
01/010/2018,1.387
02/010/2018,1.387
03/010/2018,1.387
04/010/2018,1.387
05/010/2018,1.387
06/010/2018,1.387
07/010/2018,1.387
08/010/2018,1.387
09/010/2018,1.387
10/010/2018,1.387
11/010/2018,1.387
12/010/2018,1.387
13/010/2018,1.387
14/010/2018,1.387
15/010/2018,1.387
16/010/2018,1.387
17/010/2018,1.387
18/010/2018,1.387
19/010/2018,1.387
20/010/2018,1.387
21/010/2018,1.387
22/010/2018,1.387
23/010/2018,1.387
24/010/2018,1.387
25/010/2018,1.387
26/010/2018,1.387
27/010/2018,1.387
28/010/2018,1.387
29/010/2018,1.387
30/010/2018,1.387
01/11/2018,1.431
02/11/2018,1.431
03/11/2018,1.431
04/11/2018,1.431
05/11/2018,1.431
06/11/2018,1.431
07/11/2018,1.431
08/11/2018,1.431
09/11/2018,1.431
10/11/2018,1.431
11/11/2018,1.431
12/11/2018,1.431
13/11/2018,1.431
14/11/2018,1.431
15/11/2018,1.431
16/11/2018,1.431
17/11/2018,1.431
18/11/2018,1.431
19/11/2018,1.431
20/11/2018,1.431
21/11/2018,1.431
22/11/2018,1.431
23/11/2018,1.431
24/11/2018,1.431
25/11/2018,1.431
26/11/2018,1.431
27/11/2018,1.431
28/11/2018,1.431
29/11/2018,1.431
30/11/2018,1.431
01/12/2018,1.304
02/12/2018,1.304
03/12/2018,1.304
04/12/2018,1.304
05/12/2018,1.304
06/12/2018,1.304
07/12/2018,1.304
08/12/2018,1.304
09/12/2018,1.304
10/12/2018,1.304
11/12/2018,1.304
12/12/2018,1.304
13/12/2018,1.304
14/12/2018,1.304
15/12/2018,1.304
16/12/2018,1.304
17/12/2018,1.304
18/12/2018,1.304
19/12/2018,1.304
20/12/2018,1.304
21/12/2018,1.304
22/12/2018,1.304
23/12/2018,1.304
24/12/2018,1.304
25/12/2018,1.304
26/12/2018,1.304
27/12/2018,1.304
28/12/2018,1.304
29/12/2018,1.304
30/12/2018,1.304
01/01/2019,1.233
02/01/2019,1.233
03/01/2019,1.233
04/01/2019,1.233
05/01/2019,1.233
06/01/2019,1.233
07/01/2019,1.233
08/01/2019,1.233
09/01/2019,1.233
10/01/2019,1.233
11/01/2019,1.233
12/01/2019,1.233
13/01/2019,1.233
14/01/2019,1.233
15/01/2019,1.233
16/01/2019,1.233
17/01/2019,1.233
18/01/2019,1.233
19/01/2019,1.233
20/01/2019,1.233
21/01/2019,1.233
22/01/2019,1.233
23/01/2019,1.233
24/01/2019,1.233
25/01/2019,1.233
26/01/2019,1.233
27/01/2019,1.233
28/01/2019,1.233
29/01/2019,1.233
30/01/2019,1.233
01/02/2019,1.248
02/02/2019,1.248
03/02/2019,1.248
04/02/2019,1.248
05/02/2019,1.248
06/02/2019,1.248
07/02/2019,1.248
08/02/2019,1.248
09/02/2019,1.248
10/02/2019,1.248
11/02/2019,1.248
12/02/2019,1.248
13/02/2019,1.248
14/02/2019,1.248
15/02/2019,1.248
16/02/2019,1.248
17/02/2019,1.248
18/02/2019,1.248
19/02/2019,1.248
20/02/2019,1.248
21/02/2019,1.248
22/02/2019,1.248
23/02/2019,1.248
24/02/2019,1.248
25/02/2019,1.248
26/02/2019,1.248
27/02/2019,1.248
28/02/2019,1.248
29/02/2019,1.248
30/02/2019,1.248
01/03/2019,1.261
02/03/2019,1.261
03/03/2019,1.261
04/03/2019,1.261
05/03/2019,1.261
06/03/2019,1.261
07/03/2019,1.261
08/03/2019,1.261
09/03/2019,1.261
10/03/2019,1.261
11/03/2019,1.261
12/03/2019,1.261
13/03/2019,1.261
14/03/2019,1.261
15/03/2019,1.261
16/03/2019,1.261
17/03/2019,1.261
18/03/2019,1.261
19/03/2019,1.261
20/03/2019,1.261
21/03/2019,1.261
22/03/2019,1.261
23/03/2019,1.261
24/03/2019,1.261
25/03/2019,1.261
26/03/2019,1.261
27/03/2019,1.261
28/03/2019,1.261
29/03/2019,1.261
30/03/2019,1.261
01/04/2019,1.275
02/04/2019,1.275
03/04/2019,1.275
04/04/2019,1.275
05/04/2019,1.275
06/04/2019,1.275
07/04/2019,1.275
08/04/2019,1.275
09/04/2019,1.275
10/04/2019,1.275
11/04/2019,1.275
12/04/2019,1.275
13/04/2019,1.275
14/04/2019,1.275
15/04/2019,1.275
16/04/2019,1.275
17/04/2019,1.275
18/04/2019,1.275
19/04/2019,1.275
20/04/2019,1.275
21/04/2019,1.275
22/04/2019,1.275
23/04/2019,1.275
24/04/2019,1.275
25/04/2019,1.275
26/04/2019,1.275
27/04/2019,1.275
28/04/2019,1.275
29/04/2019,1.275
30/04/2019,1.275
01/05/2019,1.297
02/05/2019,1.297
03/05/2019,1.297
04/05/2019,1.297
05/05/2019,1.297
06/05/2019,1.297
07/05/2019,1.297
08/05/2019,1.297
09/05/2019,1.297
10/05/2019,1.297
11/05/2019,1.297
12/05/2019,1.297
13/05/2019,1.297
14/05/2019,1.297
15/05/2019,1.297
16/05/2019,1.297
17/05/2019,1.297
18/05/2019,1.297
19/05/2019,1.297
20/05/2019,1.297
21/05/2019,1.297
22/05/2019,1.297
23/05/2019,1.297
24/05/2019,1.297
25/05/2019,1.297
26/05/2019,1.297
27/05/2019,1.297
28/05/2019,1.297
29/05/2019,1.297
30/05/2019,1.297
01/06/2019,1.262
02/06/2019,1.262
03/06/2019,1.262
04/06/2019,1.262
05/06/2019,1.262
06/06/2019,1.262
07/06/2019,1.262
08/06/2019,1.262
09/06/2019,1.262
10/06/2019,1.262
11/06/2019,1.262
12/06/2019,1.262
13/06/2019,1.262
14/06/2019,1.262
15/06/2019,1.262
16/06/2019,1.262
17/06/2019,1.262
18/06/2019,1.262
19/06/2019,1.262
20/06/2019,1.262
21/06/2019,1.262
22/06/2019,1.262
23/06/2019,1.262
24/06/2019,1.262
25/06/2019,1.262
26/06/2019,1.262
27/06/2019,1.262
28/06/2019,1.262
29/06/2019,1.262
30/06/2019,1.262
01/07/2019,1.254
02/07/2019,1.254
03/07/2019,1.254
04/07/2019,1.254
05/07/2019,1.254
06/07/2019,1.254
07/07/2019,1.254
08/07/2019,1.254
09/07/2019,1.254
10/07/2019,1.254
11/07/2019,1.254
12/07/2019,1.254
13/07/2019,1.254
14/07/2019,1.254
15/07/2019,1.254
16/07/2019,1.254
17/07/2019,1.254
18/07/2019,1.254
19/07/2019,1.254
20/07/2019,1.254
21/07/2019,1.254
22/07/2019,1.254
23/07/2019,1.254
24/07/2019,1.254
25/07/2019,1.254
26/07/2019,1.254
27/07/2019,1.254
28/07/2019,1.254
29/07/2019,1.254
30/07/2019,1.254
01/08/2019,1.242
02/08/2019,1.242
03/08/2019,1.242
04/08/2019,1.242
05/08/2019,1.242
06/08/2019,1.242
07/08/2019,1.242
08/08/2019,1.242
09/08/2019,1.242
10/08/2019,1.242
11/08/2019,1.242
12/08/2019,1.242
13/08/2019,1.242
14/08/2019,1.242
15/08/2019,1.242
16/08/2019,1.242
17/08/2019,1.242
18/08/2019,1.242
19/08/2019,1.242
20/08/2019,1.242
21/08/2019,1.242
22/08/2019,1.242
23/08/2019,1.242
24/08/2019,1.242
25/08/2019,1.242
26/08/2019,1.242
27/08/2019,1.242
28/08/2019,1.242
29/08/2019,1.242
30/08/2019,1.242
01/09/2019,1.262
02/09/2019,1.262
03/09/2019,1.262
04/09/2019,1.262
05/09/2019,1.262
06/09/2019,1.262
07/09/2019,1.262
08/09/2019,1.262
09/09/2019,1.262
10/09/2019,1.262
11/09/2019,1.262
12/09/2019,1.262
13/09/2019,1.262
14/09/2019,1.262
15/09/2019,1.262
16/09/2019,1.262
17/09/2019,1.262
18/09/2019,1.262
19/09/2019,1.262
20/09/2019,1.262
21/09/2019,1.262
22/09/2019,1.262
23/09/2019,1.262
24/09/2019,1.262
25/09/2019,1.262
26/09/2019,1.262
27/09/2019,1.262
28/09/2019,1.262
29/09/2019,1.262
30/09/2019,1.262
01/010/2019,1.265
02/010/2019,1.265
03/010/2019,1.265
04/010/2019,1.265
05/010/2019,1.265
06/010/2019,1.265
07/010/2019,1.265
08/010/2019,1.265
09/010/2019,1.265
10/010/2019,1.265
11/010/2019,1.265
12/010/2019,1.265
13/010/2019,1.265
14/010/2019,1.265
15/010/2019,1.265
16/010/2019,1.265
17/010/2019,1.265
18/010/2019,1.265
19/010/2019,1.265
20/010/2019,1.265
21/010/2019,1.265
22/010/2019,1.265
23/010/2019,1.265
24/010/2019,1.265
25/010/2019,1.265
26/010/2019,1.265
27/010/2019,1.265
28/010/2019,1.265
29/010/2019,1.265
30/010/2019,1.265
01/11/2019,1.259
02/11/2019,1.259
03/11/2019,1.259
04/11/2019,1.259
05/11/2019,1.259
06/11/2019,1.259
07/11/2019,1.259
08/11/2019,1.259
09/11/2019,1.259
10/11/2019,1.259
11/11/2019,1.259
12/11/2019,1.259
13/11/2019,1.259
14/11/2019,1.259
15/11/2019,1.259
16/11/2019,1.259
17/11/2019,1.259
18/11/2019,1.259
19/11/2019,1.259
20/11/2019,1.259
21/11/2019,1.259
22/11/2019,1.259
23/11/2019,1.259
24/11/2019,1.259
25/11/2019,1.259
26/11/2019,1.259
27/11/2019,1.259
28/11/2019,1.259
29/11/2019,1.259
30/11/2019,1.259
01/12/2019,1.275
02/12/2019,1.275
03/12/2019,1.275
04/12/2019,1.275
05/12/2019,1.275
06/12/2019,1.275
07/12/2019,1.275
08/12/2019,1.275
09/12/2019,1.275
10/12/2019,1.275
11/12/2019,1.275
12/12/2019,1.275
13/12/2019,1.275
14/12/2019,1.275
15/12/2019,1.275
16/12/2019,1.275
17/12/2019,1.275
18/12/2019,1.275
19/12/2019,1.275
20/12/2019,1.275
21/12/2019,1.275
22/12/2019,1.275
23/12/2019,1.275
24/12/2019,1.275
25/12/2019,1.275
26/12/2019,1.275
27/12/2019,1.275
28/12/2019,1.275
29/12/2019,1.275
30/12/2019,1.275
01/01/2020,1.303
02/01/2020,1.303
03/01/2020,1.303
04/01/2020,1.303
05/01/2020,1.303
06/01/2020,1.303
07/01/2020,1.303
08/01/2020,1.303
09/01/2020,1.303
10/01/2020,1.303
11/01/2020,1.303
12/01/2020,1.303
13/01/2020,1.303
14/01/2020,1.303
15/01/2020,1.303
16/01/2020,1.303
17/01/2020,1.303
18/01/2020,1.303
19/01/2020,1.303
20/01/2020,1.303
21/01/2020,1.303
22/01/2020,1.303
23/01/2020,1.303
24/01/2020,1.303
25/01/2020,1.303
26/01/2020,1.303
27/01/2020,1.303
28/01/2020,1.303
29/01/2020,1.303
30/01/2020,1.303
01/02/2020,1.242
02/02/2020,1.242
03/02/2020,1.242
04/02/2020,1.242
05/02/2020,1.242
06/02/2020,1.242
07/02/2020,1.242
08/02/2020,1.242
09/02/2020,1.242
10/02/2020,1.242
11/02/2020,1.242
12/02/2020,1.242
13/02/2020,1.242
14/02/2020,1.242
15/02/2020,1.242
16/02/2020,1.242
17/02/2020,1.242
18/02/2020,1.242
19/02/2020,1.242
20/02/2020,1.242
21/02/2020,1.242
22/02/2020,1.242
23/02/2020,1.242
24/02/2020,1.242
25/02/2020,1.242
26/02/2020,1.242
27/02/2020,1.242
28/02/2020,1.242
29/02/2020,1.242
30/02/2020,1.242
01/03/2020,1.156
02/03/2020,1.156
03/03/2020,1.156
04/03/2020,1.156
05/03/2020,1.156
06/03/2020,1.156
07/03/2020,1.156
08/03/2020,1.156
09/03/2020,1.156
10/03/2020,1.156
11/03/2020,1.156
12/03/2020,1.156
13/03/2020,1.156
14/03/2020,1.156
15/03/2020,1.156
16/03/2020,1.156
17/03/2020,1.156
18/03/2020,1.156
19/03/2020,1.156
20/03/2020,1.156
21/03/2020,1.156
22/03/2020,1.156
23/03/2020,1.156
24/03/2020,1.156
25/03/2020,1.156
26/03/2020,1.156
27/03/2020,1.156
28/03/2020,1.156
29/03/2020,1.156
30/03/2020,1.156
01/04/2020,1.083
02/04/2020,1.083
03/04/2020,1.083
04/04/2020,1.083
05/04/2020,1.083
06/04/2020,1.083
07/04/2020,1.083
08/04/2020,1.083
09/04/2020,1.083
10/04/2020,1.083
11/04/2020,1.083
12/04/2020,1.083
13/04/2020,1.083
14/04/2020,1.083
15/04/2020,1.083
16/04/2020,1.083
17/04/2020,1.083
18/04/2020,1.083
19/04/2020,1.083
20/04/2020,1.083
21/04/2020,1.083
22/04/2020,1.083
23/04/2020,1.083
24/04/2020,1.083
25/04/2020,1.083
26/04/2020,1.083
27/04/2020,1.083
28/04/2020,1.083
29/04/2020,1.083
30/04/2020,1.083
01/05/2020,1.047
02/05/2020,1.047
03/05/2020,1.047
04/05/2020,1.047
05/05/2020,1.047
06/05/2020,1.047
07/05/2020,1.047
08/05/2020,1.047
09/05/2020,1.047
10/05/2020,1.047
11/05/2020,1.047
12/05/2020,1.047
13/05/2020,1.047
14/05/2020,1.047
15/05/2020,1.047
16/05/2020,1.047
17/05/2020,1.047
18/05/2020,1.047
19/05/2020,1.047
20/05/2020,1.047
21/05/2020,1.047
22/05/2020,1.047
23/05/2020,1.047
24/05/2020,1.047
25/05/2020,1.047
26/05/2020,1.047
27/05/2020,1.047
28/05/2020,1.047
29/05/2020,1.047
30/05/2020,1.047
01/06/2020,1.085
02/06/2020,1.085
03/06/2020,1.085
04/06/2020,1.085
05/06/2020,1.085
06/06/2020,1.085
07/06/2020,1.085
08/06/2020,1.085
09/06/2020,1.085
10/06/2020,1.085
11/06/2020,1.085
12/06/2020,1.085
13/06/2020,1.085
14/06/2020,1.085
15/06/2020,1.085
16/06/2020,1.085
17/06/2020,1.085
18/06/2020,1.085
19/06/2020,1.085
20/06/2020,1.085
21/06/2020,1.085
22/06/2020,1.085
23/06/2020,1.085
24/06/2020,1.085
25/06/2020,1.085
26/06/2020,1.085
27/06/2020,1.085
28/06/2020,1.085
29/06/2020,1.085
30/06/2020,1.085
01/07/2020,1.09
02/07/2020,1.09
03/07/2020,1.09
04/07/2020,1.09
05/07/2020,1.09
06/07/2020,1.09
07/07/2020,1.09
08/07/2020,1.09
09/07/2020,1.09
10/07/2020,1.09
11/07/2020,1.09
12/07/2020,1.09
13/07/2020,1.09
14/07/2020,1.09
15/07/2020,1.09
16/07/2020,1.09
17/07/2020,1.09
18/07/2020,1.09
19/07/2020,1.09
20/07/2020,1.09
21/07/2020,1.09
22/07/2020,1.09
23/07/2020,1.09
24/07/2020,1.09
25/07/2020,1.09
26/07/2020,1.09
27/07/2020,1.09
28/07/2020,1.09
29/07/2020,1.09
30/07/2020,1.09
01/08/2020,1.081
02/08/2020,1.081
03/08/2020,1.081
04/08/2020,1.081
05/08/2020,1.081
06/08/2020,1.081
07/08/2020,1.081
08/08/2020,1.081
09/08/2020,1.081
10/08/2020,1.081
11/08/2020,1.081
12/08/2020,1.081
13/08/2020,1.081
14/08/2020,1.081
15/08/2020,1.081
16/08/2020,1.081
17/08/2020,1.081
18/08/2020,1.081
19/08/2020,1.081
20/08/2020,1.081
21/08/2020,1.081
22/08/2020,1.081
23/08/2020,1.081
24/08/2020,1.081
25/08/2020,1.081
26/08/2020,1.081
27/08/2020,1.081
28/08/2020,1.081
29/08/2020,1.081
30/08/2020,1.081
01/09/2020,1.046
02/09/2020,1.046
03/09/2020,1.046
04/09/2020,1.046
05/09/2020,1.046
06/09/2020,1.046
07/09/2020,1.046
08/09/2020,1.046
09/09/2020,1.046
10/09/2020,1.046
11/09/2020,1.046
12/09/2020,1.046
13/09/2020,1.046
14/09/2020,1.046
15/09/2020,1.046
16/09/2020,1.046
17/09/2020,1.046
18/09/2020,1.046
19/09/2020,1.046
20/09/2020,1.046
21/09/2020,1.046
22/09/2020,1.046
23/09/2020,1.046
24/09/2020,1.046
25/09/2020,1.046
26/09/2020,1.046
27/09/2020,1.046
28/09/2020,1.046
29/09/2020,1.046
30/09/2020,1.046
01/010/2020,1.041
02/010/2020,1.041
03/010/2020,1.041
04/010/2020,1.041
05/010/2020,1.041
06/010/2020,1.041
07/010/2020,1.041
08/010/2020,1.041
09/010/2020,1.041
10/010/2020,1.041
11/010/2020,1.041
12/010/2020,1.041
13/010/2020,1.041
14/010/2020,1.041
15/010/2020,1.041
16/010/2020,1.041
17/010/2020,1.041
18/010/2020,1.041
19/010/2020,1.041
20/010/2020,1.041
21/010/2020,1.041
22/010/2020,1.041
23/010/2020,1.041
24/010/2020,1.041
25/010/2020,1.041
26/010/2020,1.041
27/010/2020,1.041
28/010/2020,1.041
29/010/2020,1.041
30/010/2020,1.041
01/11/2020,1.054
02/11/2020,1.054
03/11/2020,1.054
04/11/2020,1.054
05/11/2020,1.054
06/11/2020,1.054
07/11/2020,1.054
08/11/2020,1.054
09/11/2020,1.054
10/11/2020,1.054
11/11/2020,1.054
12/11/2020,1.054
13/11/2020,1.054
14/11/2020,1.054
15/11/2020,1.054
16/11/2020,1.054
17/11/2020,1.054
18/11/2020,1.054
19/11/2020,1.054
20/11/2020,1.054
21/11/2020,1.054
22/11/2020,1.054
23/11/2020,1.054
24/11/2020,1.054
25/11/2020,1.054
26/11/2020,1.054
27/11/2020,1.054
28/11/2020,1.054
29/11/2020,1.054
30/11/2020,1.054
01/12/2020,1.109
02/12/2020,1.109
03/12/2020,1.109
04/12/2020,1.109
05/12/2020,1.109
06/12/2020,1.109
07/12/2020,1.109
08/12/2020,1.109
09/12/2020,1.109
10/12/2020,1.109
11/12/2020,1.109
12/12/2020,1.109
13/12/2020,1.109
14/12/2020,1.109
15/12/2020,1.109
16/12/2020,1.109
17/12/2020,1.109
18/12/2020,1.109
19/12/2020,1.109
20/12/2020,1.109
21/12/2020,1.109
22/12/2020,1.109
23/12/2020,1.109
24/12/2020,1.109
25/12/2020,1.109
26/12/2020,1.109
27/12/2020,1.109
28/12/2020,1.109
29/12/2020,1.109
30/12/2020,1.109
01/01/2021,1.235
02/01/2021,1.235
03/01/2021,1.235
04/01/2021,1.235
05/01/2021,1.235
06/01/2021,1.235
07/01/2021,1.235
08/01/2021,1.235
09/01/2021,1.235
10/01/2021,1.235
11/01/2021,1.235
12/01/2021,1.235
13/01/2021,1.235
14/01/2021,1.235
15/01/2021,1.235
16/01/2021,1.235
17/01/2021,1.235
18/01/2021,1.235
19/01/2021,1.235
20/01/2021,1.235
21/01/2021,1.235
22/01/2021,1.235
23/01/2021,1.235
24/01/2021,1.235
25/01/2021,1.235
26/01/2021,1.235
27/01/2021,1.235
28/01/2021,1.235
29/01/2021,1.235
30/01/2021,1.235
01/02/2021,1.279
02/02/2021,1.279
03/02/2021,1.279
04/02/2021,1.279
05/02/2021,1.279
06/02/2021,1.279
07/02/2021,1.279
08/02/2021,1.279
09/02/2021,1.279
10/02/2021,1.279
11/02/2021,1.279
12/02/2021,1.279
13/02/2021,1.279
14/02/2021,1.279
15/02/2021,1.279
16/02/2021,1.279
17/02/2021,1.279
18/02/2021,1.279
19/02/2021,1.279
20/02/2021,1.279
21/02/2021,1.279
22/02/2021,1.279
23/02/2021,1.279
24/02/2021,1.279
25/02/2021,1.279
26/02/2021,1.279
27/02/2021,1.279
28/02/2021,1.279
29/02/2021,1.279
30/02/2021,1.279
01/03/2021,1.318
02/03/2021,1.318
03/03/2021,1.318
04/03/2021,1.318
05/03/2021,1.318
06/03/2021,1.318
07/03/2021,1.318
08/03/2021,1.318
09/03/2021,1.318
10/03/2021,1.318
11/03/2021,1.318
12/03/2021,1.318
13/03/2021,1.318
14/03/2021,1.318
15/03/2021,1.318
16/03/2021,1.318
17/03/2021,1.318
18/03/2021,1.318
19/03/2021,1.318
20/03/2021,1.318
21/03/2021,1.318
22/03/2021,1.318
23/03/2021,1.318
24/03/2021,1.318
25/03/2021,1.318
26/03/2021,1.318
27/03/2021,1.318
28/03/2021,1.318
29/03/2021,1.318
30/03/2021,1.318
01/04/2021,1.312
02/04/2021,1.312
03/04/2021,1.312
04/04/2021,1.312
05/04/2021,1.312
06/04/2021,1.312
07/04/2021,1.312
08/04/2021,1.312
09/04/2021,1.312
10/04/2021,1.312
11/04/2021,1.312
12/04/2021,1.312
13/04/2021,1.312
14/04/2021,1.312
15/04/2021,1.312
16/04/2021,1.312
17/04/2021,1.312
18/04/2021,1.312
19/04/2021,1.312
20/04/2021,1.312
21/04/2021,1.312
22/04/2021,1.312
23/04/2021,1.312
24/04/2021,1.312
25/04/2021,1.312
26/04/2021,1.312
27/04/2021,1.312
28/04/2021,1.312
29/04/2021,1.312
30/04/2021,1.312
01/05/2021,1.333
02/05/2021,1.333
03/05/2021,1.333
04/05/2021,1.333
05/05/2021,1.333
06/05/2021,1.333
07/05/2021,1.333
08/05/2021,1.333
09/05/2021,1.333
10/05/2021,1.333
11/05/2021,1.333
12/05/2021,1.333
13/05/2021,1.333
14/05/2021,1.333
15/05/2021,1.333
16/05/2021,1.333
17/05/2021,1.333
18/05/2021,1.333
19/05/2021,1.333
20/05/2021,1.333
21/05/2021,1.333
22/05/2021,1.333
23/05/2021,1.333
24/05/2021,1.333
25/05/2021,1.333
26/05/2021,1.333
27/05/2021,1.333
28/05/2021,1.333
29/05/2021,1.333
30/05/2021,1.333
01/06/2021,1.366
02/06/2021,1.366
03/06/2021,1.366
04/06/2021,1.366
05/06/2021,1.366
06/06/2021,1.366
07/06/2021,1.366
08/06/2021,1.366
09/06/2021,1.366
10/06/2021,1.366
11/06/2021,1.366
12/06/2021,1.366
13/06/2021,1.366
14/06/2021,1.366
15/06/2021,1.366
16/06/2021,1.366
17/06/2021,1.366
18/06/2021,1.366
19/06/2021,1.366
20/06/2021,1.366
21/06/2021,1.366
22/06/2021,1.366
23/06/2021,1.366
24/06/2021,1.366
25/06/2021,1.366
26/06/2021,1.366
27/06/2021,1.366
28/06/2021,1.366
29/06/2021,1.366
30/06/2021,1.366
01/07/2021,1.392
02/07/2021,1.392
03/07/2021,1.392
04/07/2021,1.392
05/07/2021,1.392
06/07/2021,1.392
07/07/2021,1.392
08/07/2021,1.392
09/07/2021,1.392
10/07/2021,1.392
11/07/2021,1.392
12/07/2021,1.392
13/07/2021,1.392
14/07/2021,1.392
15/07/2021,1.392
16/07/2021,1.392
17/07/2021,1.392
18/07/2021,1.392
19/07/2021,1.392
20/07/2021,1.392
21/07/2021,1.392
22/07/2021,1.392
23/07/2021,1.392
24/07/2021,1.392
25/07/2021,1.392
26/07/2021,1.392
27/07/2021,1.392
28/07/2021,1.392
29/07/2021,1.392
30/07/2021,1.392
01/08/2021,1.389
02/08/2021,1.389
03/08/2021,1.389
04/08/2021,1.389
05/08/2021,1.389
06/08/2021,1.389
07/08/2021,1.389
08/08/2021,1.389
09/08/2021,1.389
10/08/2021,1.389
11/08/2021,1.389
12/08/2021,1.389
13/08/2021,1.389
14/08/2021,1.389
15/08/2021,1.389
16/08/2021,1.389
17/08/2021,1.389
18/08/2021,1.389
19/08/2021,1.389
20/08/2021,1.389
21/08/2021,1.389
22/08/2021,1.389
23/08/2021,1.389
24/08/2021,1.389
25/08/2021,1.389
26/08/2021,1.389
27/08/2021,1.389
28/08/2021,1.389
29/08/2021,1.389
30/08/2021,1.389
01/09/2021,1.414
02/09/2021,1.414
03/09/2021,1.414
04/09/2021,1.414
05/09/2021,1.414
06/09/2021,1.414
07/09/2021,1.414
08/09/2021,1.414
09/09/2021,1.414
10/09/2021,1.414
11/09/2021,1.414
12/09/2021,1.414
13/09/2021,1.414
14/09/2021,1.414
15/09/2021,1.414
16/09/2021,1.414
17/09/2021,1.414
18/09/2021,1.414
19/09/2021,1.414
20/09/2021,1.414
21/09/2021,1.414
22/09/2021,1.414
23/09/2021,1.414
24/09/2021,1.414
25/09/2021,1.414
26/09/2021,1.414
27/09/2021,1.414
28/09/2021,1.414
29/09/2021,1.414
30/09/2021,1.414
01/010/2021,1.538
02/010/2021,1.538
03/010/2021,1.538
04/010/2021,1.538
05/010/2021,1.538
06/010/2021,1.538
07/010/2021,1.538
08/010/2021,1.538
09/010/2021,1.538
10/010/2021,1.538
11/010/2021,1.538
12/010/2021,1.538
13/010/2021,1.538
14/010/2021,1.538
15/010/2021,1.538
16/010/2021,1.538
17/010/2021,1.538
18/010/2021,1.538
19/010/2021,1.538
20/010/2021,1.538
21/010/2021,1.538
22/010/2021,1.538
23/010/2021,1.538
24/010/2021,1.538
25/010/2021,1.538
26/010/2021,1.538
27/010/2021,1.538
28/010/2021,1.538
29/010/2021,1.538
30/010/2021,1.538
01/11/2021,1.565
02/11/2021,1.565
03/11/2021,1.565
04/11/2021,1.565
05/11/2021,1.565
06/11/2021,1.565
07/11/2021,1.565
08/11/2021,1.565
09/11/2021,1.565
10/11/2021,1.565
11/11/2021,1.565
12/11/2021,1.565
13/11/2021,1.565
14/11/2021,1.565
15/11/2021,1.565
16/11/2021,1.565
17/11/2021,1.565
18/11/2021,1.565
19/11/2021,1.565
20/11/2021,1.565
21/11/2021,1.565
22/11/2021,1.565
23/11/2021,1.565
24/11/2021,1.565
25/11/2021,1.565
26/11/2021,1.565
27/11/2021,1.565
28/11/2021,1.565
29/11/2021,1.565
30/11/2021,1.565
01/12/2021,1.529
02/12/2021,1.529
03/12/2021,1.529
04/12/2021,1.529
05/12/2021,1.529
06/12/2021,1.529
07/12/2021,1.529
08/12/2021,1.529
09/12/2021,1.529
10/12/2021,1.529
11/12/2021,1.529
12/12/2021,1.529
13/12/2021,1.529
14/12/2021,1.529
15/12/2021,1.529
16/12/2021,1.529
17/12/2021,1.529
18/12/2021,1.529
19/12/2021,1.529
20/12/2021,1.529
21/12/2021,1.529
22/12/2021,1.529
23/12/2021,1.529
24/12/2021,1.529
25/12/2021,1.529
26/12/2021,1.529
27/12/2021,1.529
28/12/2021,1.529
29/12/2021,1.529
30/12/2021,1.529
01/01/2022,1.603
02/01/2022,1.603
03/01/2022,1.603
04/01/2022,1.603
05/01/2022,1.603
06/01/2022,1.603
07/01/2022,1.603
08/01/2022,1.603
09/01/2022,1.603
10/01/2022,1.603
11/01/2022,1.603
12/01/2022,1.603
13/01/2022,1.603
14/01/2022,1.603
15/01/2022,1.603
16/01/2022,1.603
17/01/2022,1.603
18/01/2022,1.603
19/01/2022,1.603
20/01/2022,1.603
