Index,Date,variable,value
1250,18/03/2020,aluminium (EUR),1121.48
1251,17/03/2020,aluminium (EUR),1182.0900000000001
1252,16/03/2020,aluminium (EUR),
1253,12/03/2020,aluminium (EUR),1237.545
1254,11/03/2020,aluminium (EUR),1246.89
1255,10/03/2020,aluminium (EUR),1250.92
1256,03/03/2022,aluminium (EUR),2542.5
1257,02/03/2022,aluminium (EUR),2452.5
1258,01/03/2022,aluminium (EUR),2452.5
1259,28/02/2022,aluminium (EUR),2425.25
1260,24/02/2022,aluminium (EUR),2403.0
1261,23/02/2022,aluminium (EUR),2340.8
1262,22/02/2022,aluminium (EUR),2340.8
1263,21/02/2022,aluminium (EUR),2340.8
1264,17/02/2022,aluminium (EUR),2340.8
1265,16/02/2022,aluminium (EUR),2340.8
1266,15/02/2022,aluminium (EUR),2323.2
1267,14/02/2022,aluminium (EUR),2323.2
1268,10/02/2022,aluminium (EUR),2288.0
1269,09/02/2022,aluminium (EUR),2288.0
1270,08/02/2022,aluminium (EUR),2288.0
1271,07/02/2022,aluminium (EUR),2262.0
1272,03/02/2022,aluminium (EUR),2218.5
1273,02/02/2022,aluminium (EUR),2222.0
1274,01/02/2022,aluminium (EUR),2247.25
1275,31/01/2022,aluminium (EUR),
1276,27/01/2022,aluminium (EUR),2245.5
1277,26/01/2022,aluminium (EUR),2225.0
1278,25/01/2022,aluminium (EUR),2204.4
1279,24/01/2022,aluminium (EUR),2200.0
1280,19/01/2022,aluminium (EUR),2032.8
1281,18/01/2022,aluminium (EUR),2032.8
1282,17/01/2022,aluminium (EUR),2032.8
1283,13/01/2022,aluminium (EUR),2001.0
1284,10/01/2022,aluminium (EUR),2024.0
1285,06/01/2022,aluminium (EUR),2047.0
1286,05/01/2022,aluminium (EUR),2024.0
1287,04/01/2022,aluminium (EUR),2002.5
1288,30/12/2021,aluminium (EUR),1937.76
1289,29/12/2021,aluminium (EUR),2036.32
1290,23/12/2021,aluminium (EUR),2036.32
1291,22/12/2021,aluminium (EUR),2036.32
1292,21/12/2021,aluminium (EUR),2002.5
1293,20/12/2021,aluminium (EUR),2002.5
1294,16/12/2021,aluminium (EUR),1980.0
1295,15/12/2021,aluminium (EUR),2002.5
1296,14/12/2021,aluminium (EUR),2002.5
1297,13/12/2021,aluminium (EUR),2002.5
1298,09/12/2021,aluminium (EUR),2091.5
1299,08/12/2021,aluminium (EUR),2090.0
1300,07/12/2021,aluminium (EUR),2180.5
1301,06/12/2021,aluminium (EUR),2180.5
1302,02/12/2021,aluminium (EUR),2156.0
1303,01/12/2021,aluminium (EUR),2156.0
1304,29/11/2021,aluminium (EUR),2225.0
1305,25/11/2021,aluminium (EUR),2136.0
1306,24/11/2021,aluminium (EUR),2136.0
1307,23/11/2021,aluminium (EUR),2136.0
1308,22/11/2021,aluminium (EUR),
1309,18/11/2021,aluminium (EUR),2112.0
1310,17/11/2021,aluminium (EUR),2112.0
1311,16/11/2021,aluminium (EUR),2112.0
1312,15/11/2021,aluminium (EUR),2112.0
1313,11/11/2021,aluminium (EUR),2131.5
1314,10/11/2021,aluminium (EUR),2175.0
1315,09/11/2021,aluminium (EUR),2150.0
1316,08/11/2021,aluminium (EUR),2150.0
1317,04/11/2021,aluminium (EUR),2175.0
1318,03/11/2021,aluminium (EUR),2150.0
1319,02/11/2021,aluminium (EUR),2150.0
1320,01/11/2021,aluminium (EUR),2150.0
1321,28/10/2021,aluminium (EUR),2150.0
1322,27/10/2021,aluminium (EUR),2365.0
1323,26/10/2021,aluminium (EUR),2365.0
1324,25/10/2021,aluminium (EUR),2365.0
1325,21/10/2021,aluminium (EUR),2365.0
1326,20/10/2021,aluminium (EUR),2365.0
1327,19/10/2021,aluminium (EUR),2365.0
1328,14/10/2021,aluminium (EUR),2330.6
1329,13/10/2021,aluminium (EUR),2330.6
1330,12/10/2021,aluminium (EUR),2357.7
1331,11/10/2021,aluminium (EUR),2270.7
1332,07/10/2021,aluminium (EUR),2270.7
1333,06/10/2021,aluminium (EUR),2270.7
1334,05/10/2021,aluminium (EUR),2236.0
1335,04/10/2021,aluminium (EUR),2244.6
1336,30/09/2021,aluminium (EUR),2158.6
1337,29/09/2021,aluminium (EUR),2158.6
1338,28/09/2021,aluminium (EUR),2158.6
1339,27/09/2021,aluminium (EUR),2125.0
1340,23/09/2021,aluminium (EUR),2125.0
1341,22/09/2021,aluminium (EUR),2150.0
1342,21/09/2021,aluminium (EUR),2125.0
1343,20/09/2021,aluminium (EUR),2065.5
1344,16/09/2021,aluminium (EUR),2057.0
1345,15/09/2021,aluminium (EUR),2057.0
1346,14/09/2021,aluminium (EUR),2057.0
1347,13/09/2021,aluminium (EUR),
1348,09/09/2021,aluminium (EUR),2167.5
1349,08/09/2021,aluminium (EUR),2006.0
1350,07/09/2021,aluminium (EUR),1953.0
1351,06/09/2021,aluminium (EUR),1953.0
1352,01/09/2021,aluminium (EUR),1906.8
1353,31/08/2021,aluminium (EUR),1929.5
1354,26/08/2021,aluminium (EUR),1929.5
1355,25/08/2021,aluminium (EUR),1929.5
1356,24/08/2021,aluminium (EUR),1929.5
1357,23/08/2021,aluminium (EUR),1929.5
1358,19/08/2021,aluminium (EUR),1952.2
1359,18/08/2021,aluminium (EUR),1929.5
1360,17/08/2021,aluminium (EUR),1912.5
1361,16/08/2021,aluminium (EUR),1912.5
1362,29/07/2021,aluminium (EUR),1868.1599999999999
1363,28/07/2021,aluminium (EUR),1868.1599999999999
1364,27/07/2021,aluminium (EUR),1890.3999999999999
1365,26/07/2021,aluminium (EUR),1890.3999999999999
1366,22/07/2021,aluminium (EUR),1890.3999999999999
1367,21/07/2021,aluminium (EUR),1890.3999999999999
1368,27/05/2021,aluminium (EUR),1722.0
1369,26/05/2021,aluminium (EUR),1701.5
1370,25/05/2021,aluminium (EUR),1701.5
1371,24/05/2021,aluminium (EUR),1701.5
1372,20/05/2021,aluminium (EUR),1701.5
1373,19/05/2021,aluminium (EUR),1701.5
1374,18/05/2021,aluminium (EUR),1701.5
1375,17/05/2021,aluminium (EUR),1701.5
1376,12/05/2021,aluminium (EUR),1713.12
1377,11/05/2021,aluminium (EUR),1692.2749999999999
1378,10/05/2021,aluminium (EUR),1692.07
1379,06/05/2021,aluminium (EUR),1683.24
1380,05/05/2021,aluminium (EUR),1683.0325
1381,04/05/2021,aluminium (EUR),1682.8249999999998
1382,29/04/2021,aluminium (EUR),1616.6299999999999
1383,28/04/2021,aluminium (EUR),1616.425
1384,27/04/2021,aluminium (EUR),1635.9299999999998
1385,26/04/2021,aluminium (EUR),
1386,22/04/2021,aluminium (EUR),1593.8075
1387,21/04/2021,aluminium (EUR),1593.6
1388,20/04/2021,aluminium (EUR),1552.1
1389,19/04/2021,aluminium (EUR),1614.35
1390,15/04/2021,aluminium (EUR),1659.0
1391,14/04/2021,aluminium (EUR),1639.25
1392,13/04/2021,aluminium (EUR),1659.0
1393,12/04/2021,aluminium (EUR),1659.0
1394,08/04/2021,aluminium (EUR),1640.1
1395,06/04/2021,aluminium (EUR),1717.8
1396,31/03/2021,aluminium (EUR),1738.25
1397,30/03/2021,aluminium (EUR),1819.0
1398,29/03/2021,aluminium (EUR),1806.25
1399,25/03/2021,aluminium (EUR),1853.0
1400,23/03/2021,aluminium (EUR),1851.78
1401,22/03/2021,aluminium (EUR),1851.78
1402,18/03/2021,aluminium (EUR),
1403,17/03/2021,aluminium (EUR),1840.5249999999999
1404,16/03/2021,aluminium (EUR),1862.6999999999998
1405,15/03/2021,aluminium (EUR),1851.57
1406,11/03/2021,aluminium (EUR),1829.1125
1407,10/03/2021,aluminium (EUR),1850.9399999999998
1408,09/06/2022,aluminium (EUR),1574.5
1409,08/06/2022,aluminium (EUR),1650.75
1410,07/06/2022,aluminium (EUR),1650.75
1411,06/06/2022,aluminium (EUR),1668.5
1412,31/05/2022,aluminium (EUR),1822.8000000000002
1413,30/05/2022,aluminium (EUR),1776.3000000000002
1414,26/05/2022,aluminium (EUR),1767.0
1415,25/05/2022,aluminium (EUR),1786.0
1416,24/05/2022,aluminium (EUR),1729.8000000000002
1417,23/05/2022,aluminium (EUR),1748.3999999999999
1418,19/05/2022,aluminium (EUR),1701.3999999999999
1419,18/05/2022,aluminium (EUR),1737.6
1420,17/05/2022,aluminium (EUR),1539.0
1421,16/05/2022,aluminium (EUR),1680.0
1422,12/05/2022,aluminium (EUR),1920.0
1423,11/05/2022,aluminium (EUR),1947.5
1424,10/05/2022,aluminium (EUR),1995.0
1425,09/05/2022,aluminium (EUR),2071.0
1426,05/05/2022,aluminium (EUR),2075.75
1427,04/05/2022,aluminium (EUR),2053.9
1428,03/05/2022,aluminium (EUR),2075.75
1429,28/04/2022,aluminium (EUR),2066.25
1430,27/04/2022,aluminium (EUR),2422.5
1431,26/04/2022,aluminium (EUR),2420.5
1432,21/04/2022,aluminium (EUR),2456.4
1433,20/04/2022,aluminium (EUR),2456.4
1434,19/04/2022,aluminium (EUR),2483.1
1435,13/04/2022,aluminium (EUR),2456.4
1436,12/04/2022,aluminium (EUR),2461.0
1437,11/04/2022,aluminium (EUR),2461.0
1438,07/04/2022,aluminium (EUR),2525.4
1439,06/04/2022,aluminium (EUR),2525.4
1440,05/04/2022,aluminium (EUR),2530.0
1441,04/04/2022,aluminium (EUR),2548.0
1442,31/03/2022,aluminium (EUR),2542.5
1443,30/03/2022,aluminium (EUR),2542.5
1444,29/03/2022,aluminium (EUR),
1445,28/03/2022,aluminium (EUR),2639.0
1446,24/03/2022,aluminium (EUR),2639.0
1447,23/03/2022,aluminium (EUR),2639.0
1448,22/03/2022,aluminium (EUR),2639.0
1449,21/03/2022,aluminium (EUR),2639.0
1450,17/03/2022,aluminium (EUR),2610.0
1451,16/03/2022,aluminium (EUR),2639.0
1452,15/03/2022,aluminium (EUR),2639.0
1453,14/03/2022,aluminium (EUR),2639.0
1454,10/03/2022,aluminium (EUR),2639.0
1455,09/03/2022,aluminium (EUR),2610.0
1456,04/03/2016,USD/EUROS,0.91
1457,03/03/2016,USD/EUROS,0.91
1458,02/03/2016,USD/EUROS,0.92
1459,01/03/2016,USD/EUROS,0.92
1460,29/02/2016,USD/EUROS,0.92
1461,26/02/2016,USD/EUROS,0.91
1462,25/02/2016,USD/EUROS,0.91
1463,24/02/2016,USD/EUROS,0.91
1464,23/02/2016,USD/EUROS,0.91
1465,22/02/2016,USD/EUROS,0.91
1466,19/02/2016,USD/EUROS,0.9
1467,18/02/2016,USD/EUROS,0.9
1468,17/02/2016,USD/EUROS,0.9
1469,16/02/2016,USD/EUROS,0.9
1470,15/02/2016,USD/EUROS,0.9
1471,12/02/2016,USD/EUROS,0.89
1472,11/02/2016,USD/EUROS,0.88
1473,10/02/2016,USD/EUROS,0.89
1474,09/02/2016,USD/EUROS,0.89
1475,08/02/2016,USD/EUROS,0.89
1476,05/02/2016,USD/EUROS,0.9
1477,04/02/2016,USD/EUROS,0.89
1478,03/02/2016,USD/EUROS,0.9
1479,02/02/2016,USD/EUROS,0.92
1480,29/01/2016,USD/EUROS,0.92
1481,28/01/2016,USD/EUROS,0.91
1482,27/01/2016,USD/EUROS,0.92
1483,26/01/2016,USD/EUROS,0.92
1484,25/01/2016,USD/EUROS,0.92
1485,22/01/2016,USD/EUROS,0.93
1486,21/01/2016,USD/EUROS,0.92
1487,20/01/2016,USD/EUROS,0.92
1488,19/01/2016,USD/EUROS,0.92
1489,18/01/2016,USD/EUROS,0.92
1490,15/01/2016,USD/EUROS,0.92
1491,14/01/2016,USD/EUROS,0.92
1492,13/01/2016,USD/EUROS,0.92
1493,12/01/2016,USD/EUROS,0.92
1494,11/01/2016,USD/EUROS,0.92
1495,08/01/2016,USD/EUROS,0.92
1496,07/01/2016,USD/EUROS,0.92
1497,06/01/2016,USD/EUROS,0.93
1498,05/01/2016,USD/EUROS,0.93
1499,04/01/2016,USD/EUROS,0.92
1500,31/12/2015,USD/EUROS,
1501,30/12/2015,USD/EUROS,0.92
1502,24/12/2015,USD/EUROS,0.91
1503,23/12/2015,USD/EUROS,
1504,18/12/2015,USD/EUROS,0.92
1505,17/12/2015,USD/EUROS,0.92
1506,16/12/2015,USD/EUROS,0.92
1507,15/12/2015,USD/EUROS,0.91
1508,11/12/2015,USD/EUROS,0.91
1509,10/12/2015,USD/EUROS,0.91
1510,09/12/2015,USD/EUROS,0.91
1511,08/12/2015,USD/EUROS,0.92
1512,03/12/2015,USD/EUROS,0.91
1513,02/12/2015,USD/EUROS,0.94
1514,27/11/2015,USD/EUROS,0.94
1515,26/11/2015,USD/EUROS,0.94
1516,25/11/2015,USD/EUROS,0.94
1517,24/11/2015,USD/EUROS,0.94
1518,20/11/2015,USD/EUROS,0.94
1519,19/11/2015,USD/EUROS,0.93
1520,18/11/2015,USD/EUROS,
1521,16/11/2015,USD/EUROS,0.94
1522,13/11/2015,USD/EUROS,0.93
1523,11/11/2015,USD/EUROS,0.93
1524,10/11/2015,USD/EUROS,0.93
1525,09/11/2015,USD/EUROS,0.93
1526,06/11/2015,USD/EUROS,0.93
1527,05/11/2015,USD/EUROS,0.92
1528,03/11/2015,USD/EUROS,0.91
1529,02/11/2015,USD/EUROS,0.91
1530,30/10/2015,USD/EUROS,0.91
1531,29/10/2015,USD/EUROS,0.91
1532,28/10/2015,USD/EUROS,0.92
1533,27/10/2015,USD/EUROS,0.91
1534,23/10/2015,USD/EUROS,0.91
1535,22/10/2015,USD/EUROS,0.9
1536,21/10/2015,USD/EUROS,0.88
1537,20/10/2015,USD/EUROS,0.88
1538,19/10/2015,USD/EUROS,0.88
1539,16/10/2015,USD/EUROS,0.88
1540,15/10/2015,USD/EUROS,0.88
1541,14/10/2015,USD/EUROS,
1542,13/10/2015,USD/EUROS,0.88
1543,12/10/2015,USD/EUROS,0.88
1544,09/10/2015,USD/EUROS,0.88
1545,08/10/2015,USD/EUROS,0.89
1546,07/10/2015,USD/EUROS,0.89
1547,06/10/2015,USD/EUROS,0.89
1548,05/10/2015,USD/EUROS,0.89
1549,02/10/2015,USD/EUROS,0.89
1550,01/10/2015,USD/EUROS,0.89
1551,30/09/2015,USD/EUROS,0.9
1552,28/09/2015,USD/EUROS,0.89
1553,25/09/2015,USD/EUROS,0.89
1554,24/09/2015,USD/EUROS,0.9
1555,23/09/2015,USD/EUROS,0.89
1556,22/09/2015,USD/EUROS,0.9
1557,21/09/2015,USD/EUROS,0.89
1558,18/09/2015,USD/EUROS,0.88
1559,17/09/2015,USD/EUROS,0.88
1560,16/09/2015,USD/EUROS,0.89
1561,15/09/2015,USD/EUROS,0.89
1562,14/09/2015,USD/EUROS,0.88
1563,11/09/2015,USD/EUROS,0.88
1564,10/09/2015,USD/EUROS,0.89
1565,09/09/2015,USD/EUROS,
1566,08/09/2015,USD/EUROS,0.89
1567,07/09/2015,USD/EUROS,0.9
1568,04/09/2015,USD/EUROS,0.9
1569,03/09/2015,USD/EUROS,0.9
1570,02/09/2015,USD/EUROS,0.89
1571,01/09/2015,USD/EUROS,0.88
1572,28/08/2015,USD/EUROS,0.89
1573,27/08/2015,USD/EUROS,0.89
1574,26/08/2015,USD/EUROS,0.88
1575,25/08/2015,USD/EUROS,0.87
1576,21/08/2015,USD/EUROS,0.88
1577,20/08/2015,USD/EUROS,0.89
1578,19/08/2015,USD/EUROS,0.9
1579,18/08/2015,USD/EUROS,0.91
1580,17/08/2015,USD/EUROS,0.9
1581,14/08/2015,USD/EUROS,0.9
1582,13/08/2015,USD/EUROS,0.9
1583,12/08/2015,USD/EUROS,0.9
1584,11/08/2015,USD/EUROS,0.91
1585,10/08/2015,USD/EUROS,0.91
1586,07/08/2015,USD/EUROS,0.91
1587,06/08/2015,USD/EUROS,0.92
1588,05/08/2015,USD/EUROS,
1589,04/08/2015,USD/EUROS,0.92
1590,03/08/2015,USD/EUROS,0.91
1591,31/07/2015,USD/EUROS,0.91
1592,30/07/2015,USD/EUROS,0.91
1593,29/07/2015,USD/EUROS,0.91
1594,28/07/2015,USD/EUROS,0.9
1595,27/07/2015,USD/EUROS,0.9
1596,24/07/2015,USD/EUROS,0.91
1597,23/07/2015,USD/EUROS,0.91
1598,22/07/2015,USD/EUROS,0.92
1599,21/07/2015,USD/EUROS,0.91
1600,17/07/2015,USD/EUROS,0.92
1601,16/07/2015,USD/EUROS,0.92
1602,15/07/2015,USD/EUROS,0.91
1603,14/07/2015,USD/EUROS,0.91
1604,13/07/2015,USD/EUROS,0.91
1605,10/07/2015,USD/EUROS,0.9
1606,09/07/2015,USD/EUROS,0.91
1607,08/07/2015,USD/EUROS,0.9
1608,07/07/2015,USD/EUROS,0.91
1609,06/07/2015,USD/EUROS,0.9
1610,03/07/2015,USD/EUROS,0.9
1611,02/07/2015,USD/EUROS,0.9
1612,01/07/2015,USD/EUROS,
1613,30/06/2015,USD/EUROS,0.9
1614,29/06/2015,USD/EUROS,0.89
1615,26/06/2015,USD/EUROS,0.9
1616,25/06/2015,USD/EUROS,0.89
1617,24/06/2015,USD/EUROS,0.89
1618,23/06/2015,USD/EUROS,0.9
1619,22/06/2015,USD/EUROS,0.88
1620,19/06/2015,USD/EUROS,0.88
1621,18/06/2015,USD/EUROS,0.88
1622,17/06/2015,USD/EUROS,0.88
1623,16/06/2015,USD/EUROS,0.89
1624,12/06/2015,USD/EUROS,0.89
1625,11/06/2015,USD/EUROS,0.89
1626,10/06/2015,USD/EUROS,0.88
1627,09/06/2015,USD/EUROS,0.89
1628,05/06/2015,USD/EUROS,0.9
1629,04/06/2015,USD/EUROS,0.89
1630,03/06/2015,USD/EUROS,0.89
1631,02/06/2015,USD/EUROS,0.9
1632,01/06/2015,USD/EUROS,0.92
1633,29/05/2015,USD/EUROS,0.92
1634,28/05/2015,USD/EUROS,0.91
1635,27/05/2015,USD/EUROS,
1636,26/05/2015,USD/EUROS,0.92
1637,22/05/2015,USD/EUROS,0.91
1638,21/05/2015,USD/EUROS,0.9
1639,20/05/2015,USD/EUROS,0.9
1640,19/05/2015,USD/EUROS,0.9
1641,18/05/2015,USD/EUROS,0.88
1642,15/05/2015,USD/EUROS,0.88
1643,14/05/2015,USD/EUROS,0.88
1644,12/05/2015,USD/EUROS,0.89
1645,11/05/2015,USD/EUROS,0.9
1646,08/05/2015,USD/EUROS,0.89
1647,07/05/2015,USD/EUROS,0.89
1648,05/05/2015,USD/EUROS,0.89
1649,01/05/2015,USD/EUROS,0.89
1650,30/04/2015,USD/EUROS,0.89
1651,29/04/2015,USD/EUROS,0.9
1652,27/04/2015,USD/EUROS,0.92
1653,24/04/2015,USD/EUROS,0.92
1654,23/04/2015,USD/EUROS,0.92
1655,22/04/2015,USD/EUROS,
1656,21/04/2015,USD/EUROS,0.93
1657,20/04/2015,USD/EUROS,0.93
1658,17/04/2015,USD/EUROS,0.93
1659,16/04/2015,USD/EUROS,0.93
1660,15/04/2015,USD/EUROS,0.94
1661,14/04/2015,USD/EUROS,0.94
1662,13/04/2015,USD/EUROS,0.95
1663,10/04/2015,USD/EUROS,0.94
1664,09/04/2015,USD/EUROS,0.94
1665,08/04/2015,USD/EUROS,0.93
1666,07/04/2015,USD/EUROS,0.92
1667,02/04/2015,USD/EUROS,0.92
1668,01/04/2015,USD/EUROS,0.93
1669,31/03/2015,USD/EUROS,0.93
1670,27/03/2015,USD/EUROS,0.92
1671,26/03/2015,USD/EUROS,0.92
1672,24/03/2015,USD/EUROS,0.92
1673,23/03/2015,USD/EUROS,0.91
1674,20/03/2015,USD/EUROS,0.92
1675,19/03/2015,USD/EUROS,0.94
1676,18/03/2015,USD/EUROS,0.92
1677,17/03/2015,USD/EUROS,0.94
1678,16/03/2015,USD/EUROS,
1679,13/03/2015,USD/EUROS,0.95
1680,12/03/2015,USD/EUROS,0.94
1681,11/03/2015,USD/EUROS,0.95
1682,10/03/2015,USD/EUROS,0.94
1683,09/03/2015,USD/EUROS,0.92
1684,06/03/2017,USD/EUROS,0.95
1685,03/03/2017,USD/EUROS,0.94
1686,02/03/2017,USD/EUROS,0.95
1687,01/03/2017,USD/EUROS,0.95
1688,28/02/2017,USD/EUROS,0.95
1689,27/02/2017,USD/EUROS,0.94
1690,24/02/2017,USD/EUROS,0.95
1691,23/02/2017,USD/EUROS,0.95
1692,22/02/2017,USD/EUROS,0.95
1693,21/02/2017,USD/EUROS,0.95
1694,20/02/2017,USD/EUROS,0.94
1695,17/02/2017,USD/EUROS,0.94
1696,16/02/2017,USD/EUROS,0.94
1697,15/02/2017,USD/EUROS,0.94
1698,14/02/2017,USD/EUROS,0.95
1699,13/02/2017,USD/EUROS,0.94
1700,10/02/2017,USD/EUROS,0.94
1701,09/02/2017,USD/EUROS,0.94
1702,08/02/2017,USD/EUROS,0.93
1703,07/02/2017,USD/EUROS,0.94
1704,06/02/2017,USD/EUROS,0.93
1705,03/02/2017,USD/EUROS,0.93
1706,02/02/2017,USD/EUROS,0.93
1707,01/02/2017,USD/EUROS,0.93
1708,30/01/2017,USD/EUROS,0.93
1709,27/01/2017,USD/EUROS,0.93
1710,26/01/2017,USD/EUROS,0.94
1711,25/01/2017,USD/EUROS,0.93
1712,24/01/2017,USD/EUROS,0.93
1713,23/01/2017,USD/EUROS,0.93
1714,20/01/2017,USD/EUROS,0.93
1715,19/01/2017,USD/EUROS,0.94
1716,18/01/2017,USD/EUROS,0.94
1717,17/01/2017,USD/EUROS,0.93
1718,16/01/2017,USD/EUROS,0.94
1719,13/01/2017,USD/EUROS,0.94
1720,12/01/2017,USD/EUROS,0.94
1721,11/01/2017,USD/EUROS,0.94
1722,10/01/2017,USD/EUROS,0.95
1723,09/01/2017,USD/EUROS,0.94
1724,06/01/2017,USD/EUROS,0.95
1725,05/01/2017,USD/EUROS,0.94
1726,04/01/2017,USD/EUROS,0.95
1727,03/01/2017,USD/EUROS,0.96
1728,30/12/2016,USD/EUROS,0.95
1729,29/12/2016,USD/EUROS,0.95
1730,28/12/2016,USD/EUROS,0.96
1731,23/12/2016,USD/EUROS,0.96
1732,21/12/2016,USD/EUROS,0.96
1733,20/12/2016,USD/EUROS,0.96
1734,19/12/2016,USD/EUROS,0.96
1735,16/12/2016,USD/EUROS,0.96
1736,15/12/2016,USD/EUROS,0.96
1737,14/12/2016,USD/EUROS,0.95
1738,13/12/2016,USD/EUROS,0.94
1739,09/12/2016,USD/EUROS,0.95
1740,08/12/2016,USD/EUROS,0.94
1741,07/12/2016,USD/EUROS,0.93
1742,06/12/2016,USD/EUROS,0.93
1743,05/12/2016,USD/EUROS,0.93
1744,02/12/2016,USD/EUROS,0.94
1745,01/12/2016,USD/EUROS,0.94
1746,30/11/2016,USD/EUROS,0.94
1747,29/11/2016,USD/EUROS,0.94
1748,28/11/2016,USD/EUROS,0.94
1749,25/11/2016,USD/EUROS,0.94
1750,24/11/2016,USD/EUROS,0.95
1751,23/11/2016,USD/EUROS,0.95
1752,22/11/2016,USD/EUROS,0.94
1753,21/11/2016,USD/EUROS,
1754,18/11/2016,USD/EUROS,0.94
1755,17/11/2016,USD/EUROS,0.94
1756,15/11/2016,USD/EUROS,0.93
1757,14/11/2016,USD/EUROS,0.93
1758,11/11/2016,USD/EUROS,0.92
1759,10/11/2016,USD/EUROS,0.92
1760,09/11/2016,USD/EUROS,0.92
1761,08/11/2016,USD/EUROS,0.91
1762,07/11/2016,USD/EUROS,0.91
1763,04/11/2016,USD/EUROS,0.9
1764,03/11/2016,USD/EUROS,0.9
1765,02/11/2016,USD/EUROS,0.9
1766,01/11/2016,USD/EUROS,0.9
1767,31/10/2016,USD/EUROS,0.91
1768,28/10/2016,USD/EUROS,0.91
1769,27/10/2016,USD/EUROS,0.92
1770,26/10/2016,USD/EUROS,0.92
1771,25/10/2016,USD/EUROS,0.92
1772,24/10/2016,USD/EUROS,0.92
1773,21/10/2016,USD/EUROS,0.92
1774,20/10/2016,USD/EUROS,0.92
1775,19/10/2016,USD/EUROS,0.91
1776,18/10/2016,USD/EUROS,0.91
1777,17/10/2016,USD/EUROS,
1778,14/10/2016,USD/EUROS,0.91
1779,13/10/2016,USD/EUROS,0.9
1780,11/10/2016,USD/EUROS,0.9
1781,10/10/2016,USD/EUROS,0.9
1782,07/10/2016,USD/EUROS,0.89
1783,06/10/2016,USD/EUROS,0.9
1784,05/10/2016,USD/EUROS,0.89
1785,04/10/2016,USD/EUROS,0.89
1786,03/10/2016,USD/EUROS,0.89
1787,30/09/2016,USD/EUROS,0.89
1788,29/09/2016,USD/EUROS,0.89
1789,28/09/2016,USD/EUROS,0.89
1790,27/09/2016,USD/EUROS,0.89
1791,26/09/2016,USD/EUROS,0.89
1792,23/09/2016,USD/EUROS,0.89
1793,22/09/2016,USD/EUROS,0.89
1794,21/09/2016,USD/EUROS,0.89
1795,20/09/2016,USD/EUROS,0.9
1796,19/09/2016,USD/EUROS,0.89
1797,16/09/2016,USD/EUROS,0.9
1798,15/09/2016,USD/EUROS,0.89
1799,14/09/2016,USD/EUROS,0.89
1800,13/09/2016,USD/EUROS,0.89
1801,12/09/2016,USD/EUROS,
1802,09/09/2016,USD/EUROS,0.89
1803,08/09/2016,USD/EUROS,0.89
1804,06/09/2016,USD/EUROS,0.89
1805,05/09/2016,USD/EUROS,0.9
1806,02/09/2016,USD/EUROS,0.9
1807,01/09/2016,USD/EUROS,0.89
1808,31/08/2016,USD/EUROS,0.9
1809,30/08/2016,USD/EUROS,0.9
1810,26/08/2016,USD/EUROS,0.89
1811,25/08/2016,USD/EUROS,0.89
1812,24/08/2016,USD/EUROS,0.89
1813,23/08/2016,USD/EUROS,0.88
1814,22/08/2016,USD/EUROS,0.88
1815,19/08/2016,USD/EUROS,0.88
1816,18/08/2016,USD/EUROS,0.88
1817,17/08/2016,USD/EUROS,0.89
1818,16/08/2016,USD/EUROS,0.89
1819,15/08/2016,USD/EUROS,0.89
1820,12/08/2016,USD/EUROS,0.9
1821,11/08/2016,USD/EUROS,0.9
1822,10/08/2016,USD/EUROS,0.89
1823,09/08/2016,USD/EUROS,0.9
1824,08/08/2016,USD/EUROS,
1825,05/08/2016,USD/EUROS,0.9
1826,04/08/2016,USD/EUROS,0.9
1827,03/08/2016,USD/EUROS,0.9
1828,01/08/2016,USD/EUROS,0.9
1829,29/07/2016,USD/EUROS,0.9
1830,28/07/2016,USD/EUROS,0.9
1831,27/07/2016,USD/EUROS,0.9
1832,26/07/2016,USD/EUROS,0.91
1833,25/07/2016,USD/EUROS,0.91
1834,22/07/2016,USD/EUROS,0.91
1835,21/07/2016,USD/EUROS,0.91
1836,20/07/2016,USD/EUROS,0.91
1837,19/07/2016,USD/EUROS,0.91
1838,18/07/2016,USD/EUROS,0.9
1839,15/07/2016,USD/EUROS,0.91
1840,14/07/2016,USD/EUROS,0.9
1841,13/07/2016,USD/EUROS,0.9
1842,12/07/2016,USD/EUROS,0.9
1843,11/07/2016,USD/EUROS,0.9
1844,08/07/2016,USD/EUROS,0.9
1845,07/07/2016,USD/EUROS,0.9
1846,06/07/2016,USD/EUROS,0.9
1847,05/07/2016,USD/EUROS,0.9
1848,04/07/2016,USD/EUROS,
1849,01/07/2016,USD/EUROS,0.9
1850,30/06/2016,USD/EUROS,0.9
1851,29/06/2016,USD/EUROS,0.9
1852,27/06/2016,USD/EUROS,0.91
1853,24/06/2016,USD/EUROS,0.9
1854,23/06/2016,USD/EUROS,0.88
1855,22/06/2016,USD/EUROS,0.88
1856,21/06/2016,USD/EUROS,0.89
1857,20/06/2016,USD/EUROS,0.88
1858,17/06/2016,USD/EUROS,0.89
1859,16/06/2016,USD/EUROS,0.89
1860,15/06/2016,USD/EUROS,0.89
1861,14/06/2016,USD/EUROS,0.89
1862,13/06/2016,USD/EUROS,0.89
1863,10/06/2016,USD/EUROS,0.89
1864,09/06/2016,USD/EUROS,0.88
1865,08/06/2016,USD/EUROS,0.88
