,copper
01/09/2020,6675.25
27/08/2020,6612.25
26/08/2020,6586.25
25/08/2020,6521.25
24/08/2020,6516.5
20/08/2020,6602.95
19/08/2020,6679.75
18/08/2020,6565.75
17/08/2020,6462.5
13/08/2020,6273.0
12/08/2020,6443.5
11/08/2020,6398.5
10/08/2020,6406.5
06/08/2020,6485.75
05/08/2020,6497.5
04/08/2020,6462.5
03/08/2020,6485.75
30/07/2020,6421.25
29/07/2020,6466.25
28/07/2020,6462.0
27/07/2020,6412.25
22/07/2020,6466.0
21/07/2020,6518.75
20/07/2020,6478.25
16/07/2020,6423.0
15/07/2020,6379.25
14/07/2020,6486.0
13/07/2020,6538.75
09/07/2020,6300.25
08/07/2020,6225.0
07/07/2020,6196.75
06/07/2020,6133.5
02/07/2020,6102.5
01/07/2020,6090.0
30/06/2020,6045.75
29/06/2020,5994.5
25/06/2020,5933.5
24/06/2020,5901.5
23/06/2020,5950.75
22/06/2020,5926.75
18/06/2020,5857.5
17/06/2020,5828.5
16/06/2020,5788.75
15/06/2020,5769.0
11/06/2020,5827.25
09/06/2020,5836.0
08/06/2020,5765.25
04/06/2020,5601.5
03/06/2020,5597.5
02/06/2020,5602.5
01/06/2020,5560.25
28/05/2020,5407.0
27/05/2020,5334.5
26/05/2020,5438.25
21/05/2020,5467.25
20/05/2020,5515.25
19/05/2020,5430.0
18/05/2020,5393.25
14/05/2020,5286.5
13/05/2020,5305.0
12/05/2020,5335.5
11/05/2020,5338.25
06/05/2020,5275.75
05/05/2020,5233.0
30/04/2020,5257.25
29/04/2020,5329.75
28/04/2020,5291.75
27/04/2020,5266.0
23/04/2020,5229.25
21/04/2020,5098.5
20/04/2020,5245.5
16/04/2020,5202.75
15/04/2020,5171.5
14/04/2020,5218.75
08/04/2020,5069.75
07/04/2020,5105.5
06/04/2020,4949.25
02/04/2020,4969.75
01/04/2020,4876.25
31/03/2020,5020.5
30/03/2020,4837.5
26/03/2020,4875.75
25/03/2020,4926.75
24/03/2020,4918.0
23/03/2020,4677.0
19/03/2020,4905.0
18/03/2020,4830.0
17/03/2020,5215.0
16/03/2020,5355.5
12/03/2020,5513.25
11/03/2020,5597.0
10/03/2020,5636.25
03/03/2022,10199.5
02/03/2022,10052.0
01/03/2022,9954.5
28/02/2022,9752.5
24/02/2022,9667.0
23/02/2022,9672.0
22/02/2022,9704.0
21/02/2022,9685.5
17/02/2022,9699.0
16/02/2022,9782.5
15/02/2022,9752.5
14/02/2022,9690.25
10/02/2022,10000.5
09/02/2022,9765.0
08/02/2022,9566.0
07/02/2022,9586.5
03/02/2022,9631.25
02/02/2022,9629.5
01/02/2022,9512.25
31/01/2022,9334.75
27/01/2022,9593.25
26/01/2022,9721.5
25/01/2022,9618.25
24/01/2022,9547.5
19/01/2022,9686.25
18/01/2022,9529.0
17/01/2022,9578.0
13/01/2022,9790.5
10/01/2022,9451.0
06/01/2022,9398.0
05/01/2022,9545.25
04/01/2022,9583.0
30/12/2021,9519.0
29/12/2021,9493.5
23/12/2021,9420.0
22/12/2021,9398.0
21/12/2021,9340.0
20/12/2021,9272.0
16/12/2021,9326.5
15/12/2021,9004.0
14/12/2021,9262.35
13/12/2021,9308.35
09/12/2021,9367.5
08/12/2021,9470.25
07/12/2021,9390.0
06/12/2021,9275.0
02/12/2021,9326.0
01/12/2021,9321.0
29/11/2021,9473.5
25/11/2021,9687.0
24/11/2021,9731.5
23/11/2021,9597.5
22/11/2021,9609.0
18/11/2021,9345.5
17/11/2021,9351.5
16/11/2021,9490.75
15/11/2021,9584.5
11/11/2021,9516.5
10/11/2021,9421.0
09/11/2021,9401.5
08/11/2021,9429.5
04/11/2021,9307.5
03/11/2021,9336.5
02/11/2021,9357.5
01/11/2021,9383.5
28/10/2021,9560.5
27/10/2021,9473.0
26/10/2021,9700.5
25/10/2021,9718.75
21/10/2021,9631.5
20/10/2021,9980.5
19/10/2021,9968.5
14/10/2021,9813.0
13/10/2021,9506.5
12/10/2021,9349.0
11/10/2021,9435.0
07/10/2021,9181.75
06/10/2021,8952.25
05/10/2021,9084.0
04/10/2021,9154.5
30/09/2021,8880.25
29/09/2021,9186.75
28/09/2021,9213.1
27/09/2021,9303.0
23/09/2021,9169.5
22/09/2021,9210.75
21/09/2021,8906.1
20/09/2021,8975.5
16/09/2021,9374.5
15/09/2021,9557.0
14/09/2021,9375.0
13/09/2021,9486.15
09/09/2021,9337.15
08/09/2021,9209.75
07/09/2021,9311.8
06/09/2021,9375.75
01/09/2021,9301.5
31/08/2021,9470.25
26/08/2021,9275.5
25/08/2021,9341.5
24/08/2021,9360.0
23/08/2021,9245.0
19/08/2021,8894.5
18/08/2021,9055.25
17/08/2021,9255.25
16/08/2021,9444.5
29/07/2021,9814.5
28/07/2021,9687.0
27/07/2021,9735.0
26/07/2021,9784.5
22/07/2021,9443.5
21/07/2021,9358.0
27/05/2021,10175.0
26/05/2021,9935.5
25/05/2021,9876.0
24/05/2021,9906.5
20/05/2021,9997.0
19/05/2021,9956.0
18/05/2021,10427.8
17/05/2021,10306.75
12/05/2021,10338.0
11/05/2021,10348.0
10/05/2021,10246.75
06/05/2021,9950.5
05/05/2021,9830.0
04/05/2021,9840.0
29/04/2021,9757.0
28/04/2021,9745.0
27/04/2021,9736.0
26/04/2021,9623.5
22/04/2021,9294.75
21/04/2021,9334.0
20/04/2021,9223.0
19/04/2021,9278.75
15/04/2021,9157.75
14/04/2021,8968.0
13/04/2021,8808.0
12/04/2021,8768.25
08/04/2021,8902.0
06/04/2021,8920.5
31/03/2021,8675.5
30/03/2021,8664.0
29/03/2021,8743.25
25/03/2021,8657.0
23/03/2021,8853.25
22/03/2021,8961.5
18/03/2021,8913.5
17/03/2021,8889.0
16/03/2021,8833.5
15/03/2021,8975.0
11/03/2021,8952.0
10/03/2021,8704.0
09/06/2022,9599.95
08/06/2022,9697.75
07/06/2022,9687.5
06/06/2022,9723.0
31/05/2022,9435.0
30/05/2022,9520.5
26/05/2022,9358.0
25/05/2022,9373.25
24/05/2022,9435.0
23/05/2022,9520.5
19/05/2022,9378.0
18/05/2022,9211.0
17/05/2022,9336.0
16/05/2022,9215.25
12/05/2022,9065.75
11/05/2022,9309.0
10/05/2022,9211.0
09/05/2022,9224.43
05/05/2022,9456.5
04/05/2022,9460.0
03/05/2022,9402.75
28/04/2022,9687.0
27/04/2022,9838.75
26/04/2022,9849.0
21/04/2022,10283.5
20/04/2022,10218.75
19/04/2022,10297.5
13/04/2022,10281.0
12/04/2022,10324.25
11/04/2022,10199.0
07/04/2022,10308.0
06/04/2022,10284.0
05/04/2022,10433.75
04/04/2022,10423.5
31/03/2022,10307.75
30/03/2022,10285.0
29/03/2022,10242.0
28/03/2022,10281.5
24/03/2022,10319.75
23/03/2022,10356.5
22/03/2022,10202.0
21/03/2022,10205.0
17/03/2022,10144.0
16/03/2022,9969.5
15/03/2022,9865.5
14/03/2022,9905.75
10/03/2022,10044.0
09/03/2022,9981.0
