,variable,Date,value
660,fuel fr EUR/L,2018-02-28,1.15
661,fuel fr EUR/L,2018-03-31,1.14
662,fuel fr EUR/L,2018-04-30,1.17
663,fuel fr EUR/L,2018-05-31,1.21
664,fuel fr EUR/L,2018-06-30,1.22
665,fuel fr EUR/L,2018-07-31,1.2
666,fuel fr EUR/L,2018-08-31,1.21
667,fuel fr EUR/L,2018-09-30,1.23
668,fuel fr EUR/L,2018-10-31,1.27
669,fuel fr EUR/L,2018-11-30,1.22
670,fuel fr EUR/L,2018-12-31,1.18
671,fuel fr EUR/L,2019-01-31,1.17
672,fuel fr EUR/L,2019-02-28,1.19
673,fuel fr EUR/L,2019-03-31,1.22
674,fuel fr EUR/L,2019-04-30,1.22
675,fuel fr EUR/L,2019-05-31,1.23
676,fuel fr EUR/L,2019-06-30,1.18
677,fuel fr EUR/L,2019-07-31,1.18
678,fuel fr EUR/L,2019-08-31,1.18
679,fuel fr EUR/L,2019-09-30,1.2
680,fuel fr EUR/L,2019-10-31,1.2
681,fuel fr EUR/L,2019-11-30,1.2
682,fuel fr EUR/L,2019-12-31,1.22
683,fuel fr EUR/L,2020-01-31,1.23
684,fuel fr EUR/L,2020-02-29,1.17
685,fuel fr EUR/L,2020-03-31,1.07
686,fuel fr EUR/L,2020-04-30,1.01
687,fuel fr EUR/L,2020-05-31,0.97
688,fuel fr EUR/L,2020-06-30,1.01
689,fuel fr EUR/L,2020-07-31,1.03
690,fuel fr EUR/L,2020-08-31,1.03
691,fuel fr EUR/L,2020-09-30,1.0
692,fuel fr EUR/L,2020-10-31,1.0
693,fuel fr EUR/L,2020-11-30,1.01
694,fuel fr EUR/L,2020-12-31,1.05
695,fuel fr EUR/L,2021-01-31,1.08
696,fuel fr EUR/L,2021-02-28,1.12
697,fuel fr EUR/L,2021-03-31,1.15
698,fuel fr EUR/L,2021-04-30,1.15
699,fuel fr EUR/L,2021-05-31,1.16
700,fuel fr EUR/L,2021-07-31,1.2
701,fuel fr EUR/L,2021-08-31,1.19
702,fuel fr EUR/L,2021-09-30,1.21
703,fuel fr EUR/L,2021-10-31,1.28
704,fuel fr EUR/L,2021-11-30,1.3
705,fuel fr EUR/L,2021-12-31,1.27
706,fuel fr EUR/L,2022-01-31,1.36
707,fuel fr EUR/L,2022-02-28,1.42
708,fuel fr EUR/L,2022-03-31,1.69
709,fuel fr EUR/L,2022-04-30,1.69
710,fuel fr EUR/L,2022-05-31,1.72
711,fuel fr EUR/L,2022-06-30,1.84
